source,entities,translations
How many Grammy Awards did Eminem win in 2010?,"['Grammy Awards', 'Eminem']","['Premios Grammy', 'Eminem']"
How many Grammy Awards did Rhianna win in 2018?,"['Grammy Awards', 'Rhianna']","['Premios Grammy', 'Rhianna']"
How many Grammy Awards has Led Zeppelin won?,"['Grammy Awards', 'Led Zeppelin']","['Premios Grammy', 'Led Zeppelin']"
How many Grammy Awards has Aerosmith won?,"['Grammy Awards', 'Aerosmith']","['Premios Grammy', 'Aerosmith']"
How many Grammy Awards has Pearl Jam won?,"['Grammy Awards', 'Pearl Jam']","['Premios Grammy', 'Pearl Jam']"
How many Grammy Awards have Nirvana won?,"['Grammy Awards', 'Nirvana']","['Premios Grammy', 'Nirvana (espiritualidad)']"
How many studio albums has Selena Gomez released?,['Selena Gomez'],['Selena Gomez']
How many musicians died at the age of 27?,[],[]
How many special Grammy Awards has the Grateful Dead won?,"['Grammy Awards', 'Grateful Dead']","['Premios Grammy', 'Grateful Dead']"
How many singles does Lady Gaga have that have gone Diamond?,"['Lady Gaga', 'Diamond']","['Lady Gaga', 'Diamante']"
How many Grammy Awards did Eric Clapton win in 2000?,"['Grammy Awards', 'Eric Clapton']","['Premios Grammy', 'Eric Clapton']"
Which Grammy Award was All of Me nominated for but did not win?,"['Grammy Award', 'All of Me']","['Premios Grammy', 'All of Me']"
Which member of Amon Amarth was not born in Sweden?,"['Amon Amarth', 'Sweden']","['Amon Amarth (banda)', 'Suecia']"
Which Grammy Award was Wide Awake by Katy Perry nominated for but did not win?,"['Grammy Award', 'Wide Awake', 'Katy Perry']","['Premios Grammy', 'Wide Awake', 'Katy Perry']"
Which member of The Police was not British?,"['The Police', 'British']","['The Police', 'British']"
Which member of Def Leppard does not have two arms?,['Def Leppard'],['Def Leppard']
Which Grammy Award was I Kissed a Girl nominated for but did not win?,"['Grammy Award', 'I Kissed a Girl']","['Premios Grammy', 'I Kissed a Girl']"
"Which Grammy Award was Hey, Ma nominated for but did not win?","['Grammy Award', 'Hey', 'Ma']","['Premios Grammy', 'Hey', 'Ma']"
Which Grammy Award was 7 Rings nominated for but did not win?,"['Grammy Award', '7 Rings']","['Premios Grammy', '7 Rings']"
Which Grammy Award was Norman Fucking Rockwell! nominated for but did not win?,"['Grammy Award', 'Norman Fucking Rockwell!']","['Premios Grammy', 'Norman Fucking Rockwell!']"
Which Grammy Award was Always Remember us This Way nominated for but did not win?,"['Grammy Award', 'Always Remember us This Way']","['Premios Grammy', 'Always Remember us This Way']"
Which member of Wu-Tang is not from NY?,"['Wu-Tang', 'NY']","['Wu-Tang Clan', 'Ny (desambiguación)']"
What was the first Wu-Tang Clan album that Ol' Dirty Bastard did not appear in?,"['Wu-Tang Clan', 'O', 'Dirty Bastar']","['Wu-Tang Clan', 'O', 'Dirty Bastar']"
Who is the only member of Steppenwolf not born in Canada?,"['Steppenwolf', 'Canada']","['Steppenwolf', 'Canadá']"
Which of the current U2 members were born outside of Ireland?,"['U2', 'Ireland']","['U2', 'Irlanda (isla)']"
Which Linda Ronstadt albums are not in English?,"['Linda Ronstadt', 'English']","['Linda Ronstadt', 'English (desambiguación)']"
Which Blackpink members were not from South Korea?,"['Blackpink', 'South Korea']","['Blackpink', 'Corea del Sur']"
Which EXO members were not born in South Korea?,"['EXO', 'South Korea']","['EXO', 'Corea del Sur']"
Which G-Idle members were not born in South Korea?,"['G-Idle', 'South Korea']","['(G)I-dle', 'Corea del Sur']"
Which TWICE members were not born in South Korea?,"['TWICE', 'South Korea']","['Twice', 'Corea del Sur']"
Which band released their album in 2021 while not being together since 2020?,[],[]
Which Grammy Award was Kyoto nominated for but did not win?,"['Grammy Award', 'Kyoto']","['Premios Grammy', 'Kioto']"
Which Grammy Award was Lost in Yesterday nominated for but did not win?,"['Grammy Award', 'Lost', 'in Yesterday']","['Premios Grammy', 'Lost', 'in Yesterday']"
Which Grammy Award was A Hero's Death nominated for but did not win?,"['Grammy Award', ""A Hero's Death""]","['Premios Grammy', ""A Hero's Death""]"
Which famous and now deceased reggae star did not ever win a Grammy Award?,['Grammy Award'],['Premios Grammy']
Which rock and guitar legend who is now deceased did not ever win a Grammy Award?,['Grammy Award'],['Premios Grammy']
Which 2020 Grammy Award was Black Pumas nominated for but did not win?,"['2020 Grammy Award', 'Black Pumas']","['2020 Grammy Award', 'Black Pumas']"
Which 2019 Grammy Award was Luke Combs nominated for but did not win?,"['Grammy Award', 'Luke Combs']","['Premios Grammy', 'Luke Combs']"
Which 2019 Grammy Award was Judith Sherman nominated for but did not win?,"['Grammy Award', 'Judith Sherman']","['Premios Grammy', 'Judith Sherman']"
Which 2018 Grammy Award was Calvin Harris nominated for but did not win?,"['Grammy Award', 'Calvin Harris']","['Premios Grammy', 'Calvin Harris']"
"Which 2021 Grammy Award was Dave Cobb nominated for, but did not win?","['Grammy Award', 'Dave Cobb']","['Premios Grammy', 'Dave Cobb']"
What was the name of the Guns N' Roses guitarist who did not stay with the group after 1996?,"[""Guns N' Roses""]","[""Guns N' Roses""]"
"Which 2021 Grammy Award was the band, Coldplay, nominated for, but did not win?","['Grammy Award', 'Coldplay']","['Premios Grammy', 'Coldplay']"
Which Taylor Swift album was the only one that failed to reach number 1 in the US charts?,"['Taylor', 'Swift', 'US']","['Taylor', 'Swift (desambiguación)', 'Estados Unidos']"
"Which Grammy Award was ""I Like It"" by Cardi B nominated for but did not win?","['Grammy Award', 'I Like It', 'Cardi B']","['Premios Grammy', 'I Like It', 'Cardi B']"
"Which Grammy Award was ""The Joke"" by Brandi Carlile nominated for but did not win?","['Grammy Award', 'The Joke', 'Brandi Carlile']","['Premios Grammy', 'The Joke', 'Brandi Carlile']"
Which Grammy Award was Invasion of Privacy by Cardi B nominated for but did not win?,"['Grammy Award', 'Invasion of P', 'ri', 'vacy', 'Card', 'i', 'B']","['Premios Grammy', 'Invasion of P', 'ri', 'vacy', 'Card', 'I', 'B']"
Which Grammy Award was Beerbongs & Bentleys by Post Malone nominated for but did not win?,"['Grammy Award', 'Beerbon', 'gs', '&', 'Bentleys', 'Post', 'Malone']","['Premios Grammy', 'Beerbon', 'gs', '&', 'Bentleys', 'Post', 'Malone']"
Who has been nominated for 17 Grammys but not won any?,['Grammy'],['Premios Grammy']
Which members of BTS were not born in Seoul?,"['BTS', 'Seoul']","['BTS', 'Seúl']"
Which members of NSYNC were not born in New York?,"['NSYNC', 'New York']","['NSYNC', 'Nueva York (desambiguación)']"
Which member of One Direction was not born in England?,"['One Direction', 'England']","['One Direction', 'Inglaterra']"
Which Grammy Awards was Iris by The Goo Goo Dolls nominated for but did not win?,"['Grammy Awards', 'The Goo Goo Dolls']","['Premios Grammy', 'Goo Goo Dolls']"
Which Grammy Award was Black Balloon by The Goo Goo Dolls nominated for but did not win?,"['Grammy Award', 'Black', 'Balloon', 'The Goo Goo Dolls']","['Premios Grammy', 'Negro (color)', 'Balloon', 'Goo Goo Dolls']"
Which Grammy Award was the Newsboys' album Not Ashamed nominated for but did not win?,"['Grammy Award', 'Newsboys', 'Not Ashamed']","['Premios Grammy', 'Newsboys', 'Not Ashamed']"
Which Grammy Award was the Newsboys' album Take Me To Your Leader nominated for but did not win?,"['Grammy Award', 'Newsboys', 'Take Me To Your Leader']","['Premios Grammy', 'Newsboys', 'Take Me To Your Leader']"
Which Grammy Award was the Newsboy's album Adoration: The Worship Album nominated for but did not win?,"['Grammy Award', 'Newsboy', 'Adoration: The Worship Album']","['Premios Grammy', 'Newsboy', 'Adoration: The Worship Album']"
Which Gibb brother was not a member of the Bee Gees?,"['Gibb', 'Bee Gees']","['Gibb', 'Bee Gees']"
"Which Grammy Award was Billy Idol's ""Cradle of Love"" nominated for but did not win?","['Grammy Award', 'Billy Idol', 'Cradle of Love']","['Premios Grammy', 'Billy Idol', 'Cradle of Love']"
"Which Grammy Award was Elton John ""Restless"" nominated for but did not win?","['Grammy Award', 'Elton John', 'Restless']","['Premios Grammy', 'Elton John', 'Restless']"
Which famous female blues artist died of an overdose in 1970?,[],[]
Who is the singer in Blackpink who came from Thailand?,"['Black', 'pin', 'k', 'Thailand']","['Negro (color)', 'Alfiler', 'K', 'Tailandia']"
Which UK singer appeared in Game of Thrones in 2017?,"['UK', 'Game of Thrones']","['Reino Unido', 'Game of Thrones']"
Who is the singer in Blackpink who was born in Thailand?,"['Blackpink', 'Thailand']","['Blackpink', 'Tailandia']"
Which member of the Rolling Stones appeared in the movie Pirates of the Caribbean: At World's End?,"['Rolling Stones', ""Pirates of the Caribbean: At World's End""]","['The Rolling Stones', 'Piratas del Caribe: en el fin del mundo']"
Which Jonas Brother's album was released in 2006?,['Jonas Brother'],['Jonas Brother']
"Who was the group member of NWA who died in Los Angeles, California?","['NWA', 'Los Angeles', 'California']","['NWA', 'Los Ángeles', 'California']"
"Which member of The Wu-Tang Clan passed away in New York City, New York?","['The Wu-Tang Clan', 'New York City', 'New York']","['Wu-Tang Clan', 'Nueva York', 'Nueva York (desambiguación)']"
"Who is the singer for AC/DC, who was born in the United Kingdom?","['AC/DC', 'United Kingdom']","['AC/DC', 'Reino Unido']"
Which singer was born in Los Angeles and sings the theme song in James Bond No Time to Die?,"['Los Angeles', 'James Bond No Time to Die']","['Los Ángeles', 'James Bond No Time to Die']"
Which singer is from Canada and had a song featured in the movie Titanic?,"['Canada', 'Titanic']","['Canadá', 'RMS Titanic']"
Who sang Level Up and is also a spouse to Russell Wilson?,"['Level Up', 'Russell Wilson']","['Level Up', 'Russell Wilson']"
Which member of the band U2 never identified as Christian?,"['U2', 'Christian']","['U2', 'Cristianos']"
Who is a member of Blackpink who was born in Thailand?,"['Blackpink', 'Thailand']","['Blackpink', 'Tailandia']"
Which member of the Jackson 5 had an affair with Paula Abdul?,"['Jackson', '5', 'Paula Abdul']","['Jackson', 'Cinco', 'Paula Abdul']"
Which member of BTS raps and speaks English fluently?,"['BTS', 'English']","['BTS', 'English (desambiguación)']"
Which musician starred in Goldmember and was a member of Destiny's Child?,"['Goldmember', ""Destiny's Child""]","['Austin Powers in Goldmember', ""Destiny's Child""]"
Who is the singer in G-Idle who was born in Taiwan?,"['G', '-Idle', 'Taiwan']","['G', '-Idle', 'República de China']"
"How tall is the singer of ""Baby One More Time""?",['Baby One More Time'],['...Baby One More Time (canción)']
Who is the wife of the richest rapper in the world?,[],[]
"What is the net worth of the Canadian ""Yummy"" singer?","['Canadian', 'Yu']","['Canadienses', 'YU']"
How long did the composer of the Nutcracker live?,['Nutcracker'],['Cascanueces']
When did Michael Jackson win his first Grammy Award?,"['Michael Jackson', 'Grammy Award']","['Michael Jackson', 'Premios Grammy']"
When was Madonna's first studio album released?,['Madonna'],['Madonna']
What was the first album released in 2020?,[],[]
Where was The Beatles' first US performance?,"['The Beatles', 'US']","['The Beatles', 'Estados Unidos']"
When did Adele first perform at the Grammy Awards?,"['Adele', 'Grammy Awards']","['Adele', 'Premios Grammy']"
When did Jay-Z first win a Grammy Award?,"['Jay-Z', 'Grammy Award']","['Jay-Z', 'Premios Grammy']"
What is the second song on Puff Daddy's album No Way Out?,"['Puff Daddy', 'No Way Out']","['Sean Combs', 'No Way Out']"
Who is the fourth richest musician in the world?,[],[]
Who is the fifth musician to win Album of the Year at the Grammys?,"['Year', 'Grammys']","['Año', 'Premios Grammy']"
What was R.E.M.'s first album called?,"['R', 'E', 'M.']","['R', 'E', 'M (desambiguación)']"
What was the first Beatles single to go to number 1 in the US?,"['Beatles', 'US']","['The Beatles', 'Estados Unidos']"
What is the name of Ed Sheeran's first US number 1 single?,"['Ed Sheeran', 'US']","['Ed Sheeran', 'Estados Unidos']"
When did Kirill Petrenko win his first International Opera Award?,"['Kirill Petrenko', 'International Opera Award']","['Kirill Petrenko', 'International Opera Awards']"
Which album is the shortest music album in history?,[],[]
What is the longest song in the world?,[],[]
What is the shortest song in the world?,[],[]
Who won the most Grammy Awards in 2018?,['Grammy Awards'],['Premios Grammy']
Which song has the most words in it?,[],[]
What artist has the most gold records?,[],[]
Which song is the longest on Wu-Tang Forever?,['Wu-Tang Forever'],['Wu-Tang Forever']
Who is the oldest artist to win a Grammy Award?,['Grammy Award'],['Premios Grammy']
What is the shortest song ever recorded?,[],[]
Which album has sold the most copies of all time in the United States?,['United States'],['Estados Unidos']
Which country singer has sold the most units?,[],[]
What is the longest song in rock and roll history?,[],[]
Who has the most singles sold in the UK?,['UK'],['Reino Unido']
Who is the youngest person to ever win a Grammy Award?,['Grammy Award'],['Premios Grammy']
Who is the oldest person to ever win a Grammy Award?,['Grammy Award'],['Premios Grammy']
What is the longest opera?,[],[]
What is the longest song on Tha Carter II?,['Tha Carter II'],['Tha Carter II']
Who hosted the largest ever free concert?,[],[]
Which country has the most metal bands per capita?,[],[]
What was the most expensive musical instrument sold?,[],[]
What's the shortest song to reach the Billboard Hot 100?,['Billboard Hot 100'],['Billboard Hot 100']
Which band sold the most albums?,[],[]
Which musician has won the most awards?,[],[]
Who is the oldest person to release a musical album of new material?,[],[]
Which band sold the most albums worldwide in the 1990s?,[],[]
What was the best-selling album in the US of the 1980s?,['US'],['Estados Unidos']
What was the best-selling album in the US of the 1990s?,['US'],['Estados Unidos']
What was the second best-selling album in the US of the 1990s?,['US'],['Estados Unidos']
Who is the oldest person to win the Grammy Award for Song of the Year?,"['Grammy Award', 'of', 'Year']","['Premios Grammy', 'of', 'Año']"
Which female artist has won the most Grammy Awards?,['Grammy Awards'],['Premios Grammy']
Which music group has won the most Grammy Awards?,['Grammy Awards'],['Premios Grammy']
How old was the youngest singer in the world when they released a professional solo album?,[],[]
What is the highest grossing musical album of all time?,[],[]
Which group won the most Grammys of all time?,['Grammy'],['Premios Grammy']
What is the album that has sold the most copies?,[],[]
Who is the oldest most Grammy Award winning artist alive?,['Grammy Award'],['Premios Grammy']
What is the song that has been number one the longest?,[],[]
